"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"175","Tierras agrícolas (% del área de tierra)",NA,17.0134373645427,17.0134373645427,17.0495593122381,17.0495593122381,17.0856812599335,17.0856812599335,17.121803207629,17.1037422337812,17.3204739199538,17.5372056061263,17.7539372922988
"176","Homicidios intencionales (por cada 100.000 habitantes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Mercaderías exportadas por la economía informante, excedente (% del total de mercaderías exportadas)",5.03751339764202,5.07772020725389,4.62328767123288,3.69799691833591,5.01156515034694,4.80412214897325,5.78299456054967,6.20532608008097,13.3920795122701,9.83993702440304,15.6871136471707,14.8775199520229
"178","Exportaciones de alimentos (% de exportaciones de mercaderías)",NA,NA,96.4452801066973,95.7393432460993,94.4871940679928,92.1546048758509,93.4417980069324,93.7796623421939,94.2853301284096,92.9615301462568,94.1207185516756,93.1851253503409
"179","Mercaderías importadas desde economías en desarrollo de Oriente Medio y Norte de África (% del total de mercaderías importadas)",NA,NA,NA,0.0789265982636148,NA,0.0604631477114699,0.0516884906960717,0.0466809821678648,0.0313136057617035,0.0371946935570525,0.0292141396435875,0.0351679268507121
"180","Tasa arancelaria, nación más favorecida, promedio ponderado, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Tasa arancelaria, nación más favorecida, promedio ponderado, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Turismo internacional, recibos (% del total de exportaciones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Completeness of birth registration, female (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Población de 75 a 79 años, mujeres (% de la población femenina)",1.0003023484154,0.994106241733972,0.983083931087152,0.970313214402765,0.958245810403014,0.947933232661769,0.933869682342447,0.919386123410323,0.905814500463037,0.893390767705119,0.882386516861369,0.868496006719027
"185","Población de 50 a 54 años, mujeres (% de la población femenina)",3.29044856270077,3.28201440696465,3.28553383734021,3.29002577413442,3.28155436791369,3.25263937985705,3.19350974125567,3.12112141871648,3.04598615725321,2.9821352495681,2.9371522544418,2.89873806018957
"186","Población entre 15 y 64 años de edad, hombres",1177981,1206920,1234927,1263785,1296497,1334485,1372435,1415821,1463651,1514127,1566241,1616078
"187","Población de 0 a 4 años, mujeres (% de la población femenina)",17.5135869744606,17.2776144189491,17.2114810352326,17.2676989807685,17.33793689854,17.358697675343,17.4286813523898,17.4040781748804,17.3081655100666,17.1892075234986,17.0855137658848,17.0318144138826
"188","Prevalencia de anticonceptivos, métodos modernos (% de mujeres de 15 a 49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Niños que trabajan, trabajadores con salario (% de niños y niñas que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Personas desempleadas con educación básica, varones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Fuerza laboral con educación intermedia (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Fuerza laboral con educación avanzada, mujeres (% de la fuerza laboral femenina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Horas de trabajo promedio de niños, solo trabajo, mujeres, de 7 a 14 años (horas por semana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Niños que trabajan, independientes, varones (% de niños que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Niños que trabajan, trabajadores familiares sin salario, varones (% de niños que trabajan, de 7 a 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Independientes, varones (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Empleo infantil en la agricultura, mujeres (% para cada edad de niñas entre 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Multidimensional poverty headcount ratio, children (% of population ages 0-17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Domestic private health expenditure per capita (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Neonatos protegidos contra el tétanos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Tasa de éxito en el tratamiento de la tuberculosis (% de casos registrados)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","People using safely managed sanitation services, urban (% of urban population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Prevalencia de desnutrición, peso para edad, varones (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Médicos (por cada 1.000 personas)",0.396,NA,NA,NA,NA,0.335,NA,NA,NA,NA,0.348,NA
"206","Prevalencia de VIH, varones (% entre 15 y 24 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Tasa de mortalidad, menores de 5 años (por cada 1.000)",175.7,170.4,165.4,160.7,156.3,152.3,148.7,145.6,142.6,139.9,137,133.7
"208","Number of deaths ages 5-9 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Gasto corriente en educación, nivel secundario (% del gasto total en instituciones de educación de nivel secundario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Nivel de instrucción, al menos nivel de licenciatura o equivalente, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Maestros capacitados en el ciclo inferior de la educación de nivel secundario, mujeres (% de maestras mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Relación alumno-maestro en el ciclo inferior de la escuela secundaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Tasa de finalización del ciclo inferior de la educación secundaria, varones (% del grupo etario pertinente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8567695617676
"215","Maestros capacitados en educación de nivel primario, mujeres (% del total de maestras)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Tasa neta de ingreso en primer grado, mujeres (% de población en edad escolar oficial)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Nivel de instrucción, al menos escuela primaria completa, población de más de 25 años, mujeres (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966329991817474
"219","Incidencia de los beneficios de los programas de seguro social para el quintil más pobre (% del total de beneficios del seguro social)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Incidencia de los beneficios de los programas activos del mercado laboral (ALMP) y los beneficios por desempleo para el quintil más pobre (% del total de beneficios de los ALMP/D)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Impuestos netos sobre productos (US$ a precios actuales)",69368679.9135176,55485899.8301065,45116252.6834398,68447303.9484067,95983875.3436098,90232253.7331494,102097941.669319,123663279.229531,128583637.852641,135146783.96236,139028644.771158,135668033.828696
"222","INB, PPA (a $ internacionales actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","PIB per cápita (UMN a precios constantes)",1817.331140042,1857.11744542956,1893.76410834977,1879.03735598691,1960.82450074598,1967.07079378876,1903.95397877773,1934.40391855269,1914.37489989886,1946.0120124837,2020.11442362444,2086.03938459056
"224","Valor agregado bruto al costo de los factores (UMN a precios constantes)",7653616098.82733,8064588949.73673,8429965106.04376,8639669727.91542,9266574062.07389,9575105000,9550398000,9971814000,10150170000,10659257000,11419429000,12178509000
"225","Ingreso nacional neto ajustado per cápita (% de crecimiento anual)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62343889412091
"226","Índice de valor de exportación (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Seguro y servicios financieros (% de las exportaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Mercaderías importadas por la economía informante, excedente (% del total de mercaderías importadas)",8.81188118811881,10.4417670682731,10.3813559322034,5.28808208366219,6.5979381443299,4.87937602031562,4.06616126809097,3.81850434133134,3.10396117112886,4.53775261396041,3.80148992112182,3.22079596741105
"229","Importaciones de alimentos (% de importaciones de mercaderías)",NA,NA,13.1989556670638,9.79118415129886,12.1671949475188,10.3527070732507,13.2886741256898,11.0122761440903,9.26714241856461,8.09918949770469,7.91896933686616,6.76744438194413
"230","Participación de líneas arancelarias con máximos internacionales, todos los productos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Turismo internacional, recibos por artículos de viaje (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Exhaustividad de registro de nacimientos, urbano (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Población de 80 años en adelante, varones (% de la población masculina)",0.444915021054879,0.473349798914024,0.491304822998534,0.498361063337102,0.494672859354158,0.480866023152357,0.503870283882395,0.517683917656877,0.521312000445595,0.514783290496685,0.498780859994159,0.519498815438157
"234","Población de 55 a 59 años, varones (% de la población masculina)",2.67433285859882,2.63914114344817,2.60051220699046,2.56538693314809,2.5438414600924,2.53898021389499,2.5313588869484,2.54004025992144,2.55361071657337,2.55661281246673,2.5421120164871,2.50069562928075
"235","Población entre 15 y 64 años de edad (% del total)",51.8990832512777,51.6658993293358,51.3574708147985,51.0501141041822,50.8581910671174,50.825070361674,50.7460428171756,50.8178579470692,50.9968895070247,51.2170998005722,51.4444318493367,51.5584358210064
"236","Población entre 0 y 14 años de edad, mujeres (% del total)",42.8725211940958,43.1451354023549,43.5122745027042,43.889507054506,44.1531274052009,44.2552425462338,44.3819273358997,44.3582697847333,44.2283681668701,44.0602659058395,43.8891912863215,43.8092086943492
"237","Tasa de mortalidad, bebés (por cada 1.000 nacidos vivos)",119.2,116,113,110.1,107.4,104.9,102.7,100.8,99,97.2,95.4,93.3
"238","Población de refugiados por país o territorio de origen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Personas desempleadas con educación intermedia, varones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Empleo de tiempo parcial, total (% del total de empleo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Fuerza laboral con educación básica, mujeres (% de la fuerza laboral femenina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Niños económicamente activos, que sólo trabajan, varones (% para cada edad de niños entre los 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Empleo infantil en servicios, varones (% para cada edad de niños entre 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Trabajadores familiares que contribuyen, varones (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Relación entre empleo y población, mayores de 15 años, mujeres (%) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Empleados en agricultura, mujeres (% del empleo femenino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Multidimensional poverty headcount ratio, household (% of total households)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Current health expenditure per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Prevalencia de desnutrición, altura para edad, varones (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Tasa de mortalidad maternal (cifras nacionales, por cada 100.000 nacidos vivos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Tratamiento de las infecciones respiratorias agudas (IRA) (% de niños menores de cinco años que son llevados a un prestador de salud)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Uso de mosquiteros tratados con insecticida (% de la población menor de cinco años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Niños (de 0 a 14 años) recientemente infectados por el VIH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Number of deaths ages 20-24 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Mujeres que creen que está justificado que un marido golpee a su esposa cuando a ella se le quema la comida (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Gasto por alumno, nivel primario (% del PIB per cápita)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Nivel de instrucción, al menos nivel de doctorado o equivalente, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Maestros capacitados en educación de nivel secundario, varones (% de maestros varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Educación de nivel secundario, alumnos en programas vocacionales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34213
"263","Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Educación de nivel primario, maestros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26609
"265","Alumnos de mayor edad, nivel primario, mujeres (% de matrícula de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.86963
"266","Educación de nivel primario, duración (años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6
"267","Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438490003347397
"268","Cobertura de los programas de seguro social en el segundo quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Cobertura de los beneficios por desempleo y los ALMP en el segundo quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Transferencias corrientes netas del extranjero (US$ a precios actuales)",8644143.90127691,7749168.95235417,9304460.00544168,6703213.12219992,11905706.8886834,9304460.18603478,9404508.1450244,12706090.7916819,13206330.58663,12305898.9557234,17208248.9462149,16107721.397329
"271","INB per cápita (UMN actual)",374.611251684481,338.337057078069,310.579154913847,364.854499424377,436.631469452364,450.212500932022,445.037450304866,454.580313855438,446.050351596265,522.897895924037,466.593600396482,434.931678975218
"272","Rentas del petróleo (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300991037627723,0.0449675059705176
"273","PIB (US$ a precios actuales)",2069465326.41882,1753850416.70826,1518208221.23052,1824344492.07169,2244146867.90195,2387048255.45173,2429309513.80854,2553596091.82258,2582180794.1855,3112166848.3004,2862504169.99893,2754220263.02528
"274","Ahorro neto ajustado, excluido el daño por emisión de partículas (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Ahorro ajustado: agotamiento de fuentes de energía (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49595.5610599583,68569.2071018497
"276","Servicios, valor agregado (US$ actuales)",404867328.652311,387953412.141637,376968896.497028,403401166.557218,450583783.100942,1192629698.9725,1257805941.85629,1312326076.62809,1264892338.79152,1615347332.8975,1393479978.56252,1319501516.24683
"277","Industrialización, valor agregado (% del crecimiento anual)",NA,3.82192356152886,7.72653721682846,7.60420578295158,16.3322282324196,15.8092095395235,2.46544116722747,5.06946250595009,1.44770160439714,8.74441302738146,16.0305020332102,2.38098423501766
"278","Balanza comercial de bienes y servicios (UMN a precios constantes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Tráfico marítimo de contenedores (TEU: unidades equivalentes a 20 pies)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Promedio grupal de políticas estructurales de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Public private partnerships investment in energy (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Procedimientos de inicio para inscribir una empresa, mujeres (número)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Costo para importar, cumplimiento fronterizo (USD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Empresas que utilizan bancos para financiar la inversión (% de empresas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Índice de facilidad para hacer negocios (1 = reglamentaciones más favorables para los negocios)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gasto (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Otros impuestos (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Crecimiento de la masa monetaria (% anual)",NA,-10.1966873666165,12.7212844742693,4.09057706811216,14.8140350870179,2.35010085081784,20.6819742610213,15.6040932662999,24.8786501271284,13.0988126576724,-11.4786382537251,16.0757754098216
"293","Depositantes de bancos comerciales (por cada 1.000 adultos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Extracción anual de agua dulce para uso agrícola (% del total de extracción de agua dulce)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Especies de mamíferos, en peligro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Emisiones de gases de efecto invernadero totales (% de cambio desde 1990)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Uso de energía (kg de equivalente de petróleo per cápita)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.056240193949
"299","Transmisión de energía eléctrica y pérdidas en la distribución (% de producción)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"300","Total del servicio de la deuda (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66980983692282,2.10402670952762
"301","Net official flows from UN agencies, UNWTO (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","PNG, bonos (FLN, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Flujos netos de la deuda externa, privada no garantizada (PNG) (FLN, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4100000,3400000
